drug,Blood and lymphatic system disorders,Cardiac disorders,"Congenital, familial and genetic disorders",Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,"Injury, poisoning and procedural complications",Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Nervous system disorders,"Pregnancy, puerperium and perinatal conditions",Product issues,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,"Respiratory, thoracic and mediastinal disorders",Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders
loxoprofen,0.012201409176834507,0.012946096121899524,0.00028641805579423727,0.001260239445494644,0.0010883886120181016,0.02096580168413817,0.260239445494644,0.11216131064902331,0.023428996963968607,0.02423096752019247,0.012716961677264134,0.00876439250730366,0.02251245918542705,0.011857707509881422,0.00945179584120983,0.0026923297244658305,0.14212063928510052,0.00034370166695308474,5.7283611158847455e-05,0.029787477802600677,0.039067422810333964,0.002749613335624678,0.0505814286532623,0.18072979320616372,0.0,0.0005155525004296271,0.017242366958813083
luliconazole,0.0,0.024096385542168676,0.0,0.0,0.0,0.03614457831325301,0.024096385542168676,0.1927710843373494,0.012048192771084338,0.03614457831325301,0.060240963855421686,0.0963855421686747,0.0,0.012048192771084338,0.0,0.0,0.060240963855421686,0.0,0.0,0.012048192771084338,0.0,0.012048192771084338,0.012048192771084338,0.39759036144578314,0.0,0.0,0.012048192771084338
lumacaftor,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.1794871794871795,0.1282051282051282,0.0,0.0,0.0,0.02564102564102564,0.15384615384615385,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.0,0.358974358974359,0.02564102564102564,0.0,0.0,0.0
lumefantrine,0.03389830508474576,0.05084745762711865,0.01694915254237288,0.0,0.0,0.03389830508474576,0.15254237288135594,0.05084745762711865,0.0847457627118644,0.01694915254237288,0.0,0.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.06779661016949153,0.0,0.0,0.03389830508474576,0.03389830508474576,0.0,0.0,0.3559322033898305,0.0,0.0,0.01694915254237288
lurasidone,0.005715452133088385,0.014084507042253521,0.0013608219364496157,0.0023814383887868274,0.0020412329046744235,0.013744301558141117,0.06906171327481798,0.1486697965571205,0.0025175205824317886,0.00966183574879227,0.009934000136082194,0.09328434374362114,0.07314417908416683,0.02102469891814656,0.03851126080152412,0.002109274001496904,0.17010274205620193,0.00877730149010002,0.00047628767775736546,0.20793359188950125,0.010410287813839559,0.013812342654963597,0.022793767435531062,0.035585493638157446,0.005783493229910866,0.0068721507790705585,0.010206164523372117
lutein,0.03225806451612903,0.06451612903225806,0.0,0.0,0.0,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.0,0.0,0.0967741935483871,0.0,0.03225806451612903,0.0,0.16129032258064516,0.0,0.0,0.03225806451612903,0.0,0.0,0.0967741935483871,0.12903225806451613,0.0,0.0,0.03225806451612903
lymecycline,0.031121550205519672,0.010569583088667059,0.004110393423370522,0.012918379330593071,0.0,0.04580152671755725,0.1280093951849677,0.11156782149148561,0.03405754550792719,0.015267175572519083,0.02759835584263065,0.02759835584263065,0.0358191426893717,0.013505578391074574,0.0369935408103347,0.0017615971814445098,0.12742219612448621,0.007046388725778039,0.005871990604815032,0.0364063417498532,0.009982384028185555,0.020551967116852612,0.022900763358778626,0.21197886083382267,0.0011743981209630064,0.0035231943628890195,0.01644157369348209
lynestrenol,0.016333938294010888,0.030852994555353903,0.0054446460980036296,0.009074410163339383,0.0,0.023593466424682397,0.06352087114337568,0.07985480943738657,0.04900181488203267,0.0,0.0054446460980036296,0.018148820326678767,0.06170598911070781,0.018148820326678767,0.029038112522686024,0.007259528130671506,0.11070780399274047,0.06533575317604355,0.003629764065335753,0.06170598911070781,0.0018148820326678765,0.07622504537205081,0.038112522686025406,0.14882032667876588,0.0,0.0018148820326678765,0.07441016333938294
lypressin,0.02857142857142857,0.05714285714285714,0.0,0.0,0.0,0.02857142857142857,0.0,0.22857142857142856,0.0,0.02857142857142857,0.2,0.0,0.05714285714285714,0.08571428571428572,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.0,0.05714285714285714
mabuprofen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
mabuterol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
macitentan,0.01762980737185896,0.04999000199960008,0.001633006731986936,0.005682196893954543,0.0013330667199893355,0.009748050389922016,0.07381856961940945,0.1676498033726588,0.0077317869759381454,0.006132106911950943,0.08106711990935146,0.043774578417649805,0.06890288608944878,0.04540758514963674,0.04210824501766314,0.00881490368592948,0.07435179630740518,0.0005165633539958675,0.006365393587949077,0.0195627541158435,0.01864627074585083,0.003316003465973472,0.12650803172698794,0.021012464173831902,0.003316003465973472,0.05923815236952609,0.035742851429714055
mafenide,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.1826086956521739,0.0,0.043478260869565216,0.034782608695652174,0.017391304347826087,0.034782608695652174,0.0782608695652174,0.008695652173913044,0.0,0.0782608695652174,0.0,0.0,0.017391304347826087,0.034782608695652174,0.0,0.017391304347826087,0.3652173913043478,0.0,0.008695652173913044,0.034782608695652174
malathion,0.005673758865248227,0.0070921985815602835,0.0,0.01276595744680851,0.0014184397163120568,0.0425531914893617,0.09929078014184398,0.17588652482269504,0.0,0.014184397163120567,0.01702127659574468,0.08794326241134752,0.0070921985815602835,0.005673758865248227,0.01702127659574468,0.0,0.11914893617021277,0.005673758865248227,0.00851063829787234,0.015602836879432624,0.00425531914893617,0.0028368794326241137,0.07659574468085106,0.26382978723404255,0.0028368794326241137,0.0,0.0070921985815602835
malic acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malotilate,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mandelic acid,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mangafodipir,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.0,0.0625,0.125,0.0,0.0625,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25
manidipine,0.011063829787234043,0.06978723404255319,0.001702127659574468,0.016170212765957447,0.000851063829787234,0.015319148936170212,0.09702127659574468,0.251063829787234,0.011063829787234043,0.001702127659574468,0.011063829787234043,0.013617021276595745,0.020425531914893616,0.02553191489361702,0.01872340425531915,0.001702127659574468,0.1072340425531915,0.000851063829787234,0.002553191489361702,0.02468085106382979,0.026382978723404255,0.006808510638297872,0.0374468085106383,0.15914893617021278,0.0,0.001702127659574468,0.06638297872340425
masitinib,0.058823529411764705,0.0,0.0,0.0,0.0,0.029411764705882353,0.08823529411764706,0.058823529411764705,0.11764705882352941,0.029411764705882353,0.08823529411764706,0.0,0.058823529411764705,0.029411764705882353,0.0,0.08823529411764706,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.20588235294117646,0.0,0.0,0.058823529411764705
masoprocol,0.0,0.0,0.0,0.0,0.0,0.0030211480362537764,0.0030211480362537764,0.35347432024169184,0.0,0.015105740181268883,0.05740181268882175,0.0030211480362537764,0.0,0.0,0.0,0.0,0.021148036253776436,0.0,0.0,0.0030211480362537764,0.0,0.0,0.0030211480362537764,0.5287009063444109,0.0,0.0,0.00906344410876133
maxacalcitol,0.012903225806451613,0.0064516129032258064,0.0,0.0,0.01935483870967742,0.0,0.025806451612903226,0.03225806451612903,0.0064516129032258064,0.0064516129032258064,0.025806451612903226,0.012903225806451613,0.03225806451612903,0.4129032258064516,0.0064516129032258064,0.012903225806451613,0.04516129032258064,0.0064516129032258064,0.0,0.0064516129032258064,0.25806451612903225,0.0064516129032258064,0.012903225806451613,0.03870967741935484,0.0,0.0,0.012903225806451613
mazindol,0.0023847376788553257,0.05087440381558029,0.003179650238473768,0.009538950715421303,0.0,0.00794912559618442,0.2082670906200318,0.10810810810810811,0.001589825119236884,0.000794912559618442,0.006359300476947536,0.0047694753577106515,0.026232114467408585,0.04531001589825119,0.007154213036565978,0.000794912559618442,0.17965023847376788,0.0023847376788553257,0.0,0.15500794912559618,0.02702702702702703,0.054848966613672494,0.013513513513513514,0.06756756756756757,0.0,0.0,0.016693163751987282
mebeverine,0.010068892421833599,0.03391626921038686,0.0042395336512983575,0.018018018018018018,0.0010598834128245894,0.030206677265500796,0.16481187069422362,0.10969793322734499,0.00688924218335983,0.021197668256491786,0.006359300476947536,0.025967143614202437,0.024377318494965553,0.01483836777954425,0.02755696873343932,0.0,0.1505034446210917,0.005299417064122946,0.00794912559618442,0.050344462109167994,0.016428192898781134,0.011658717541070483,0.041865394806571275,0.19342872284048754,0.0,0.0037095919448860626,0.0196078431372549
mebhydrolin,0.14047619047619048,0.030952380952380953,0.007142857142857143,0.009523809523809525,0.0,0.016666666666666666,0.09285714285714286,0.12380952380952381,0.009523809523809525,0.03571428571428571,0.02142857142857143,0.004761904761904762,0.002380952380952381,0.004761904761904762,0.01904761904761905,0.0,0.09761904761904762,0.002380952380952381,0.0,0.03571428571428571,0.002380952380952381,0.0,0.05476190476190476,0.24523809523809523,0.0,0.0,0.04285714285714286
mebrofenin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meclocycline,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.6153846153846154,0.0,0.0,0.0
meclofenoxate,0.010638297872340425,0.0673758865248227,0.0,0.0035460992907801418,0.0,0.0070921985815602835,0.09929078014184398,0.22695035460992907,0.02127659574468085,0.01773049645390071,0.0,0.0,0.02127659574468085,0.0,0.010638297872340425,0.0,0.08865248226950355,0.0,0.0,0.024822695035460994,0.014184397163120567,0.0,0.0425531914893617,0.25177304964539005,0.0,0.0,0.09219858156028368
mecysteine,0.04,0.0,0.0,0.0,0.0,0.0,0.36,0.08,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.32,0.0,0.0,0.04
medrysone,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.0,0.12903225806451613,0.0,0.06451612903225806,0.1935483870967742,0.0,0.0,0.03225806451612903,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.0,0.0,0.03225806451612903
meglumine,0.027777777777777776,0.041666666666666664,0.0,0.013888888888888888,0.0,0.0,0.1388888888888889,0.1111111111111111,0.0,0.0,0.013888888888888888,0.027777777777777776,0.041666666666666664,0.013888888888888888,0.027777777777777776,0.0,0.1527777777777778,0.0,0.0,0.0,0.013888888888888888,0.0,0.06944444444444445,0.2222222222222222,0.0,0.0,0.08333333333333333
melatonin,0.006689791873141724,0.03419226957383548,0.001238850346878097,0.008919722497522299,0.0037165510406342913,0.024529236868186324,0.09117938553022795,0.13082259663032705,0.005698711595639247,0.00867195242814668,0.01734390485629336,0.08077304261645193,0.04435084241823588,0.018334985133795837,0.0344400396432111,0.0032210109018830525,0.16848364717542122,0.0014866204162537165,0.0032210109018830525,0.16377601585728443,0.01684836471754212,0.012388503468780971,0.026759167492566897,0.0676412289395441,0.002973240832507433,0.004955401387512388,0.01734390485629336
meldonium,0.01694915254237288,0.11864406779661017,0.0,0.06779661016949153,0.0,0.01694915254237288,0.1694915254237288,0.0,0.01694915254237288,0.03389830508474576,0.0,0.0,0.11864406779661017,0.0,0.0,0.0,0.13559322033898305,0.0,0.0,0.06779661016949153,0.0,0.0,0.06779661016949153,0.1016949152542373,0.0,0.0,0.06779661016949153
melperone,0.025510204081632654,0.05797773654916512,0.0013914656771799629,0.004174397031539889,0.002319109461966605,0.01437847866419295,0.06029684601113173,0.11781076066790352,0.01948051948051948,0.0027829313543599257,0.017625231910946195,0.08951762523191095,0.05380333951762523,0.022263450834879406,0.025974025974025976,0.00046382189239332097,0.19480519480519481,0.00046382189239332097,0.0009276437847866419,0.13218923933209648,0.018089053803339517,0.008812615955473098,0.038033395176252316,0.03896103896103896,0.0009276437847866419,0.00463821892393321,0.04638218923933209
menadione,0.002967359050445104,0.08011869436201781,0.0,0.005934718100890208,0.0,0.020771513353115726,0.12759643916913946,0.20771513353115728,0.01483679525222552,0.026706231454005934,0.005934718100890208,0.011869436201780416,0.01483679525222552,0.002967359050445104,0.01483679525222552,0.0,0.10682492581602374,0.0,0.0,0.017804154302670624,0.008902077151335312,0.0,0.11572700296735905,0.19287833827893175,0.0,0.0,0.020771513353115726
menatetrenone,0.012987012987012988,0.03463203463203463,0.0,0.008658008658008658,0.0,0.008658008658008658,0.09090909090909091,0.08225108225108226,0.030303030303030304,0.047619047619047616,0.021645021645021644,0.008658008658008658,0.030303030303030304,0.017316017316017316,0.0,0.008658008658008658,0.05627705627705628,0.0,0.0,0.008658008658008658,0.021645021645021644,0.0,0.04329004329004329,0.16017316017316016,0.0,0.0,0.30735930735930733
mepacrine,0.04182509505703422,0.019011406844106463,0.0038022813688212928,0.011406844106463879,0.0,0.011406844106463879,0.08745247148288973,0.10646387832699619,0.09505703422053231,0.015209125475285171,0.015209125475285171,0.057034220532319393,0.06463878326996197,0.019011406844106463,0.026615969581749048,0.015209125475285171,0.09885931558935361,0.0,0.0038022813688212928,0.12167300380228137,0.022813688212927757,0.0038022813688212928,0.034220532319391636,0.10646387832699619,0.0038022813688212928,0.0038022813688212928,0.011406844106463879
mephenesin,0.0,0.040983606557377046,0.0,0.01639344262295082,0.0,0.036885245901639344,0.20491803278688525,0.1598360655737705,0.004098360655737705,0.01639344262295082,0.0,0.028688524590163935,0.012295081967213115,0.01639344262295082,0.020491803278688523,0.0,0.20491803278688525,0.0,0.004098360655737705,0.045081967213114756,0.004098360655737705,0.0,0.01639344262295082,0.11475409836065574,0.0,0.0,0.05327868852459016
mephentermine,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.2857142857142857
meprednisone,0.006711409395973154,0.0,0.020134228187919462,0.0,0.013422818791946308,0.020134228187919462,0.087248322147651,0.026845637583892617,0.006711409395973154,0.0,0.21476510067114093,0.06711409395973154,0.03355704697986577,0.18791946308724833,0.0738255033557047,0.0,0.06040268456375839,0.03355704697986577,0.0,0.040268456375838924,0.0,0.006711409395973154,0.03355704697986577,0.040268456375838924,0.0,0.0,0.026845637583892617
meptazinol,0.0,0.0344418052256532,0.0023752969121140144,0.023752969121140142,0.0,0.021377672209026127,0.3016627078384798,0.08076009501187649,0.0059382422802850355,0.0059382422802850355,0.007125890736342043,0.013064133016627079,0.0011876484560570072,0.00831353919239905,0.010688836104513063,0.0,0.21021377672209027,0.0023752969121140144,0.0,0.060570071258907364,0.0035629453681710215,0.0023752969121140144,0.028503562945368172,0.13657957244655583,0.0,0.0,0.039192399049881234
mepyramine,0.0,0.03205128205128205,0.0,0.0,0.0,0.00641025641025641,0.10256410256410256,0.16666666666666666,0.01282051282051282,0.09615384615384616,0.019230769230769232,0.03205128205128205,0.019230769230769232,0.00641025641025641,0.019230769230769232,0.0,0.16025641025641027,0.00641025641025641,0.0,0.08333333333333333,0.00641025641025641,0.0,0.01282051282051282,0.14743589743589744,0.00641025641025641,0.0,0.0641025641025641
mequinol,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
mestinon,0.012718600953895072,0.03783783783783784,0.0047694753577106515,0.001589825119236884,0.0009538950715421304,0.034976152623211444,0.20635930047694753,0.13386327503974563,0.005087440381558029,0.00794912559618442,0.021939586645468998,0.0492845786963434,0.03783783783783784,0.013354531001589825,0.05246422893481717,0.0047694753577106515,0.13608903020667726,0.005405405405405406,0.03688394276629571,0.029252782193958663,0.015262321144674086,0.0034976152623211448,0.055961844197138316,0.0670906200317965,0.002861685214626391,0.0047694753577106515,0.017170111287758347
mestranol,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.0,0.0,0.07692307692307693,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.07692307692307693,0.3076923076923077,0.02564102564102564,0.0,0.0,0.2564102564102564
metacresol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.375,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
metafolin,0.0,0.01652892561983471,0.0,0.008264462809917356,0.0,0.03305785123966942,0.05785123966942149,0.19834710743801653,0.0,0.03305785123966942,0.01652892561983471,0.05785123966942149,0.05785123966942149,0.03305785123966942,0.03305785123966942,0.0,0.14049586776859505,0.0,0.01652892561983471,0.1652892561983471,0.0,0.0,0.03305785123966942,0.06611570247933884,0.01652892561983471,0.008264462809917356,0.008264462809917356
metamizole,0.08079900269619923,0.026759052561389267,0.003739889252891891,0.004377699823152524,0.0006088191807033311,0.027077957846519583,0.09335227437451077,0.10828283999652104,0.011654538602035195,0.05441683819905488,0.02426579305946134,0.017597773461282,0.021830516336648016,0.0058272693010175975,0.008291537413388225,0.0018844403212245962,0.06531760067260024,0.0013336039196358682,0.003073087293073957,0.0215695938306323,0.014118806714405822,0.0027251906183863393,0.05734496854434233,0.29719073435189747,0.0005218450120314267,0.00156553503609428,0.04447279158090047
metaproterenol,0.0034619188921859545,0.17655786350148367,0.001483679525222552,0.001483679525222552,0.0,0.010385756676557863,0.10237388724035608,0.13105835806132543,0.0009891196834817012,0.01582591493570722,0.03857566765578635,0.004945598417408506,0.00791295746785361,0.005440158259149357,0.00791295746785361,0.001483679525222552,0.15924826904055392,0.001483679525222552,0.0019782393669634025,0.057368941641938676,0.004945598417408506,0.001483679525222552,0.16567754698318496,0.06083086053412463,0.0004945598417408506,0.0019782393669634025,0.03461918892185954
metaraminol,0.004975124378109453,0.06965174129353234,0.0,0.0,0.0,0.009950248756218905,0.03482587064676617,0.16417910447761194,0.014925373134328358,0.1044776119402985,0.009950248756218905,0.05472636815920398,0.05472636815920398,0.009950248756218905,0.0,0.0,0.06965174129353234,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.0,0.03980099502487562,0.09950248756218906,0.0,0.004975124378109453,0.21890547263681592
metergoline,0.00847457627118644,0.00847457627118644,0.0847457627118644,0.025423728813559324,0.0,0.01694915254237288,0.2288135593220339,0.09322033898305085,0.00847457627118644,0.00847457627118644,0.0,0.0,0.0423728813559322,0.00847457627118644,0.00847457627118644,0.00847457627118644,0.16101694915254236,0.025423728813559324,0.0,0.05084745762711865,0.0,0.01694915254237288,0.01694915254237288,0.05084745762711865,0.0,0.0,0.1271186440677966
methacholine,0.0,0.04040404040404041,0.0,0.0,0.0,0.030303030303030304,0.050505050505050504,0.1414141414141414,0.0,0.010101010101010102,0.020202020202020204,0.030303030303030304,0.04040404040404041,0.010101010101010102,0.030303030303030304,0.010101010101010102,0.18181818181818182,0.010101010101010102,0.0,0.050505050505050504,0.010101010101010102,0.0,0.20202020202020202,0.06060606060606061,0.0,0.0,0.0707070707070707
methacycline,0.021021021021021023,0.009009009009009009,0.009009009009009009,0.012012012012012012,0.003003003003003003,0.018018018018018018,0.18018018018018017,0.12312312312312312,0.03903903903903904,0.006006006006006006,0.03003003003003003,0.0,0.015015015015015015,0.003003003003003003,0.02702702702702703,0.0,0.06906906906906907,0.0,0.0,0.009009009009009009,0.009009009009009009,0.015015015015015015,0.02702702702702703,0.35435435435435436,0.0,0.0,0.021021021021021023
methantheline,0.0,0.125,0.0,0.0,0.0,0.03571428571428571,0.16071428571428573,0.10714285714285714,0.0,0.05357142857142857,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.0,0.10714285714285714,0.0,0.0,0.10714285714285714,0.017857142857142856,0.0,0.03571428571428571,0.10714285714285714,0.0,0.0,0.07142857142857142
methapyrilene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0
metharbital,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125
methenamine,0.014534883720930232,0.010174418604651164,0.0029069767441860465,0.005813953488372093,0.0,0.015988372093023256,0.1380813953488372,0.09302325581395349,0.014534883720930232,0.02616279069767442,0.03488372093023256,0.023255813953488372,0.03488372093023256,0.023255813953488372,0.024709302325581394,0.00436046511627907,0.0872093023255814,0.0014534883720930232,0.011627906976744186,0.02616279069767442,0.056686046511627904,0.00872093023255814,0.03488372093023256,0.2877906976744186,0.0,0.0029069767441860465,0.015988372093023256
methicillin,0.09461966604823747,0.022263450834879406,0.0,0.0018552875695732839,0.0,0.0037105751391465678,0.027829313543599257,0.20222634508348794,0.014842300556586271,0.0074211502782931356,0.014842300556586271,0.0,0.025974025974025976,0.0037105751391465678,0.00927643784786642,0.0,0.022263450834879406,0.0,0.0,0.0,0.17810760667903525,0.0018552875695732839,0.014842300556586271,0.32653061224489793,0.0,0.0,0.027829313543599257
methionine,0.026737967914438502,0.0213903743315508,0.0,0.0053475935828877,0.0,0.03208556149732621,0.13903743315508021,0.11229946524064172,0.016042780748663103,0.0213903743315508,0.026737967914438502,0.053475935828877004,0.0855614973262032,0.026737967914438502,0.03208556149732621,0.0053475935828877,0.11229946524064172,0.0106951871657754,0.0106951871657754,0.0374331550802139,0.03208556149732621,0.0,0.026737967914438502,0.13903743315508021,0.0053475935828877,0.0053475935828877,0.016042780748663103
methoxamine,0.020833333333333332,0.3958333333333333,0.0,0.0,0.0,0.0,0.0625,0.10416666666666667,0.0,0.0,0.041666666666666664,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.125,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.10416666666666667,0.0,0.020833333333333332,0.041666666666666664
methoxyflurane,0.0,0.03125,0.0,0.0,0.0,0.010416666666666666,0.09375,0.1423611111111111,0.09375,0.010416666666666666,0.006944444444444444,0.052083333333333336,0.06597222222222222,0.027777777777777776,0.006944444444444444,0.0,0.1597222222222222,0.0,0.0,0.07291666666666667,0.10416666666666667,0.0,0.06944444444444445,0.024305555555555556,0.0,0.0,0.027777777777777776
methoxyphenamine,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
methyl aminolevulinate,0.0033500837520938024,0.006700167504187605,0.0016750418760469012,0.005025125628140704,0.0016750418760469012,0.04355108877721943,0.020100502512562814,0.19932998324958123,0.0016750418760469012,0.01507537688442211,0.051926298157453935,0.1306532663316583,0.018425460636515914,0.005025125628140704,0.01675041876046901,0.04522613065326633,0.07202680067001675,0.0,0.0,0.011725293132328308,0.006700167504187605,0.0016750418760469012,0.018425460636515914,0.3082077051926298,0.0016750418760469012,0.0,0.01340033500837521
methyl salicylate,0.009734181954324224,0.011231748408835642,0.0009359790340696368,0.008049419692998877,0.00037439161362785476,0.029576937476600524,0.04492699363534257,0.2770497940846125,0.0037439161362785474,0.029389741669786598,0.025833021340321977,0.10220891052040434,0.0157244477723699,0.010108573567952079,0.025084238113066266,0.005615874204417821,0.04661175589666791,0.0009359790340696368,0.027892175215275178,0.036503182328715834,0.005615874204417821,0.001497566454511419,0.038187944590041184,0.2208910520404343,0.003931111943092475,0.0033695245226506927,0.01497566454511419
methyldopate,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667
methylergometrine,0.005439330543933054,0.06485355648535565,0.0016736401673640166,0.009623430962343096,0.0008368200836820083,0.016317991631799162,0.19497907949790794,0.09539748953974896,0.0029288702928870294,0.01715481171548117,0.007531380753138075,0.08577405857740586,0.03305439330543933,0.005857740585774059,0.02384937238493724,0.0012552301255230125,0.13179916317991633,0.018410041841004185,0.00041841004184100416,0.028451882845188285,0.010878661087866108,0.012133891213389121,0.05690376569037657,0.09414225941422594,0.0012552301255230125,0.007949790794979079,0.07112970711297072
methylnaltrexone,0.0036529680365296802,0.024657534246575342,0.0,0.0009132420091324201,0.0009132420091324201,0.0045662100456621,0.2054794520547945,0.28401826484018267,0.005479452054794521,0.0027397260273972603,0.03287671232876712,0.0776255707762557,0.034703196347031964,0.02009132420091324,0.021004566210045664,0.01004566210045662,0.06666666666666667,0.0,0.030136986301369864,0.0273972602739726,0.014611872146118721,0.006392694063926941,0.024657534246575342,0.04018264840182648,0.012785388127853882,0.0182648401826484,0.030136986301369864
methylparaben,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
methyltestosterone,0.017467248908296942,0.048034934497816595,0.0,0.004366812227074236,0.008733624454148471,0.008733624454148471,0.048034934497816595,0.11790393013100436,0.20087336244541484,0.004366812227074236,0.017467248908296942,0.021834061135371178,0.056768558951965066,0.017467248908296942,0.03056768558951965,0.039301310043668124,0.07423580786026202,0.0,0.004366812227074236,0.039301310043668124,0.017467248908296942,0.05240174672489083,0.048034934497816595,0.07860262008733625,0.008733624454148471,0.004366812227074236,0.03056768558951965
methylthiouracil,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.18518518518518517,0.07407407407407407,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.0
